colum1	colum2	column3
-3.79350875597447	-3.11429881001823	0
6.40627969778143	9.90768442186527	0
4.93087795237079	0.800175385316834	0
6.16579648363404	-0.027693438809365	0
-2.52597663062625	6.51129895146005	0
-0.876060320216895	-0.469717843107991	1
9.75841017230414	6.97874357132241	0
-1.17424114958869	-0.267681307342048	1
-1.28395445618012	-0.055856915865468	1
0.579894092864912	-1.34832419396105	1
5.88035426009446	-3.08039359259419	0
-1.93436983484009	-0.4916785856599	1
6.22272894741036	10.4971102464478	0
4.48717415821739	4.8550998759456	0
9.37256667669863	-0.701452437555417	0
10.5925136411097	7.06297377031296	0
-0.485887423299038	-1.29239807921823	1
-0.363092472311109	8.0642373804003	0
4.86354972142726	-1.64634997351095	0
9.67585285799578	2.54787322622724	0
2.73109319526702	3.30723728309385	0
0.982994943685682	-1.41479371683327	1
8.39766041864641	-0.74521651933901	0
-3.06640175147913	8.91348188067786	0
0.411782435958173	-1.06065154497627	1
2.38976145419292	-1.80834018136375	0
9.07140049524605	-1.42485517868772	0
-2.04896705647664	-1.96249276416766	1
0.190337017102815	-0.818629575886326	1
-1.43145316140726	9.19997286540456	0
-0.710532039431151	-1.44314486773167	1
-2.02722799475305	10.3721232877579	0
5.83913179836236	9.81311383214779	0
-0.761235778685659	10.0936439216603	0
-0.158698921790347	5.39959765877575	0
2.93704470060766	7.9362568075303	0
3.62675899779424	9.27345593133941	0
10.5480064442381	-1.57915487512946	0
6.11225198861212	2.7577965313103	0
3.76156103238463	-3.30492507410236	0
-0.703683286962351	-2.71582301858434	1
-2.3335841842927	1.42076099431142	0
0.0740796364843845	2.18141574552283	0
-0.397356215165928	-0.374585255980492	0
-0.254894130397588	7.9601942168083	0
-2.15191035158932	4.87697255704552	0
0.860867956886068	-1.34403859009035	0
4.58220397843979	2.44576771417633	0
2.26212841598317	8.51847075531259	0
6.86983983288519	3.95182686066255	0
8.3612231714651	9.43784994678572	0
-0.326816692017019	3.57614937028848	0
1.11536682373844	5.23279171227477	0
4.44166907831095	7.86496993992478	0
-1.20068156602792	7.89246218069457	0
8.82095865812153	4.84938511881046	0
7.97943769744597	-0.827805028297007	0
6.12136596720666	-3.43114712717943	0
8.56015992490575	9.12719502137043	0
-1.78805180605006	-0.989966654734761	1
-1.02269292785786	-2.18440984701738	0
6.48808946507052	-0.687480360269547	0
-0.540673613099953	1.54188073538018	1
-1.16585060035994	-0.457368456362231	1
7.70070204068907	10.6179702947848	0
-3.97305321507156	1.88715783087537	0
5.39803821966052	0.903028891421854	0
8.34845482977107	3.1123706700746	0
8.00284427381121	-1.6496420847252	0
-0.912398903825447	-1.00284240068055	1
5.96937974938191	-3.08708201604895	0
-1.15709014846238	-1.35250339961838	1
9.63441877765581	5.8010317212902	0
9.43674949021079	5.94316821102984	0
7.42832085490227	-3.17161878664047	0
-0.900314403214773	-0.751541079775657	1
8.11186733911745	4.17972814314999	0
-1.60738614511085	-0.0751971825088751	1
10.8138525919057	9.20647308020853	0
-1.44773430284113	2.63273147423752	0
4.02428984199651	7.37338870437816	0
-2.81422740989365	-0.609848014777526	0
10.0029471192975	2.0933323786594	0
8.40684621967375	0.669852479128167	0
-0.963641634210944	2.28863017074764	0
-2.99955730652437	3.73341740947217	0
6.79384154290892	-3.77568607078865	0
-3.90782755659893	-1.0148227608297	0
10.2858483269811	-3.97563985642046	0
-2.02682936672323	0.250876265875091	1
0.9931697815191	-0.434119902551174	0
6.88764066225849	6.41870144079439	0
0.851896886248142	10.9370931915473	0
-1.55755418406228	-1.2759591632856	1
6.36779867717996	1.57002421817742	0
3.18173535424285	4.48974202410318	0
9.58009633375332	-0.696539458353072	0
-0.194080419372767	3.82740759779699	0
10.6273745107464	10.3204783205874	0
3.6874069776386	0.416292689274997	0
4.0501772032585	0.428716234397143	0
6.93554241815582	-3.05942158889957	0
-2.62960695251892	0.537271333463044	1
8.5918609672226	0.0907865716144443	0
-1.19166827549357	0.032727496601858	1
-1.31269221639384	-1.49747123849088	1
-0.926223283825072	-0.0442617998133938	1
2.70476003549993	1.2133427571971	0
3.05924784066156	0.993439465761185	0
-1.33583229826763	9.17251547588967	0
0.505255286348984	9.6806716141291	0
7.65167443454266	8.69567215815187	0
9.15934701706283	7.23974396963604	0
-0.00272219511680305	4.40833687223494	0
10.9602940795012	5.06204872648232	0
3.74336185655557	4.83226467296481	0
0.0370360983069986	5.96372470981441	0
-2.87854981352575	3.7377762820106	0
