colum1	colum2	column3
0.851853381608331	1.30815395853547	1
0.0201653009107261	2.84363090233666	1
-0.246511648378963	2.14270676155474	1
1.80459806018772	0.484960252750364	1
-1.09362822071543	-1.71375230707719	0
-0.397183479517803	0.135505588455638	1
-0.536489957195683	-0.0503683913801689	1
2.09151292080441	2.75968419637554	1
0.57528214651386	1.6262944995289	1
-0.852366681687696	-1.6408195131619	0
-0.94553663998304	-1.39290873426962	0
0.788322574348847	1.16298212197213	1
-3.70770763697485	-3.02878797521646	0
-3.12555738680819	-3.54451125812483	0
2.15317604341816	0.602902388185106	1
-2.69025590422572	-1.59546546520698	0
-1.72235224337445	1.52937047655888	1
-2.33690071561283	-2.62423921623403	0
-0.463449400770799	0.988012618162891	1
1.00046120840826	1.81179886628162	1
-3.72050918173569	-1.00620598245649	0
0.568980652032551	1.98218350333365	1
-3.81798296899295	-3.89867966698956	0
-4.61347497492195	-1.81102854514945	0
1.55916956449508	2.0825181703113	1
0.442703934981817	1.46162641935078	1
-1.80312741688702	-3.11255174003019	0
0.710604283617136	-0.618100433189311	1
-1.00917574999663	1.29162892328339	1
-2.8615486601442	-4.08305507387515	0
-0.288620951837093	2.84917988130634	1
-2.86585751793576	-1.78137875537878	0
-2.91856746790645	-2.01418870336501	0
-0.878605543500627	0.478992674793734	1
1.03597114637839	2.37693343945564	1
-2.46583140094132	-3.1312454018442	0
-2.57849969520418	-2.97455855379149	0
0.533389688625118	2.42073187028191	1
1.19200377417344	1.49833359439682	1
2.01269308049171	3.00055015797113	1
3.96162017877805	2.90935209125932	1
-4.27161888594861	-2.87504435588122	0
1.52142204328275	1.46471159163798	1
2.88309499484047	0.670562112963822	1
0.973932160317388	0.632042911052899	1
-1.05377886328663	-2.72075679150167	0
1.47537697972022	0.963340150560406	1
1.98560547715621	1.68949239660724	1
-0.247119340375328	2.79508214908943	1
-0.594917431936976	2.27526599680255	1
-1.2258181224983	1.6429224198882	1
-2.78493292387018	-3.18250076632722	0
0.939541857799877	0.245868979688648	1
-2.54209083073508	-3.65990660875166	0
-4.00684231112391	-2.29033479698177	0
-2.21646529183667	-3.24493843439222	0
0.35502439469959	3.56677855333158	1
-0.482623710814804	1.75356221456188	1
1.047921738691	0.270188800738474	1
-1.21446408738568	-3.17362914813741	0
-3.06923947499598	-1.90532337273047	0
1.77468140522719	-0.102162368345116	1
0.407136986855995	0.00620256416520792	1
-0.179824660851751	0.842955090134072	1
-3.82710778860649	-2.51054853461428	0
-1.38802486313848	-2.94841928678275	0
-1.82702868546712	-0.609518994747436	0
0.64532237587677	2.40103177301324	1
0.495570505782688	0.951240972062863	1
0.849992178497929	2.1276541219224	1
-1.58180837463768	-1.82443240265912	0
-3.5435492646615	-5.63352046964365	0
-2.80056171928617	-1.23400508581426	0
-0.188761512422987	2.1885849242482	1
0.558158865861996	1.23008555296106	1
-1.29273689447279	-3.52697648203145	0
1.31481773965128	1.83225364380469	1
-2.68788766700939	-1.35869778572232	0
-3.00847974098667	-2.53664984818923	0
2.10463229116859	1.36523597117086	1
1.64367446210247	2.11225077236059	1
-1.5119429726846	-2.83129006578508	0
-3.99155756423173	-2.40140526110948	0
1.9498196072874	2.3933484277338	1
1.70776666025606	1.67432395853507	1
-3.39068970671227	-3.67012777842788	0
0.115340496605632	-3.89690130066374	0
-0.839556294412928	3.84538918807377	1
2.52416358899822	2.06035288137269	1
-1.13411917038443	-2.70898154611419	0
0.596796093002369	2.01944278559628	1
-1.52828636545637	-2.29544466082104	0
-3.0901200490895	-2.66624409375063	0
-2.35573835156227	-3.64475184896099	0
-1.54140319732565	2.47560839097909	1
-2.05191457937207	-2.46334910162722	0
-1.24027102396058	-1.42892507388004	0
0.311397525700109	3.03932147055824	1
-1.6204672493297	-3.68893350053082	0
1.02530341006725	0.914968869728666	1
-2.46406830718501	-1.13422493741498	0
-3.35369522183928	-3.6638638682845	0
0.519658220791492	0.98901274824259	1
-1.61445981049049	-2.67561637832254	0
0.0661357830102229	1.88701434484006	1
-3.37865123589631	-2.23083353654025	0
0.70086136522113	4.16057007950466	1
2.56439388718948	3.54863799008422	1
-2.24852699837542	-0.846648523896723	0
-2.88657069757571	-2.68164754901101	0
-2.20569545829807	-2.36694696962228	0
0.556239446495693	2.15368704858419	1
-4.2848251206749	-4.17254054188369	0
1.61373105004811	2.42258669277805	1
1.22954525272175	1.19928721123368	1
-0.599147957109997	1.12685766606046	1
-1.17356442908274	-3.236178154223	0
-3.58959326056813	-2.58711047513864	0
1.81104275679304	1.44232569805863	1
1.41153312055004	2.06456730116377	1
0.460980305959296	1.69893044177451	1
-2.31734236208322	-1.6172827407498	0
0.125637039231152	1.42727262030238	1
0.806790774489114	1.7696404640125	1
0.727243878651623	2.1778489918589	1
-0.376506443637834	-3.73987093991683	0
-1.90834854727501	-3.33060645720905	0
-2.80591687906492	-1.58797431613245	0
-3.00186267346962	-1.27418907600893	0
0.153313492222865	-3.58954827112133	0
2.43997776341635	2.61155556896295	1
